rank,weeks_on_list,primary_isbn10,primary_isbn13,publisher,title,author,date
14,14,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-05-26
15,10,0743296419,9780743296410,Atria,HANDLE WITH CARE,Jodi Picoult,2009-05-26
1,1,0316018767,9780316018760,"Little, Brown",THE 8TH CONFESSION,James Patterson and Maxine Paetro,2009-05-19
2,1,045122857X,9780451228574,New American Library,LOVER AVENGED,JR Ward,2009-05-19
3,2,044654695X,9780446546959,Grand Central,FIRST FAMILY,David Baldacci,2009-05-19
4,1,0778326438,9780778326434,Mira,SUMMER ON BLOSSOM STREET,Debbie Macomber,2009-05-19
5,2,0375424490,9780375424496,Pantheon,TEA TIME FOR THE TRADITIONALLY BUILT,Alexander McCall Smith,2009-05-19
6,4,1416570861,9781416570868,Simon & Schuster,JUST TAKE MY HEART,Mary Higgins Clark,2009-05-19
7,2,0399155783,9780399155789,Putnam,LOITERING WITH INTENT,Stuart Woods,2009-05-19
8,51,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-05-19
9,1,0553804545,9780553804546,Bantam,THE LANGUAGE OF BEES,Laurie R King,2009-05-19
10,3,0312380720,9780312380724,St. Martin’s,LOOK AGAIN,Lisa Scottoline,2009-05-19
11,6,0399155341,9780399155345,Amy Einhorn/Putnam,THE HELP,Kathryn Stockett,2009-05-19
12,2,0399155805,9780399155802,Putnam,THE PERFECT POISON,Amanda Quick,2009-05-19
13,5,0525951059,9780525951056,Dutton,LONG LOST,Harlan Coben,2009-05-19
14,1,1400065119,9781400065110,Random House,HOME SAFE,Elizabeth Berg,2009-05-19
15,33,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-05-19
1,1,044654695X,9780446546959,Grand Central,FIRST FAMILY,David Baldacci,2009-05-12
2,1,0375424490,9780375424496,Pantheon,TEA TIME FOR THE TRADITIONALLY BUILT,Alexander McCall Smith,2009-05-12
3,1,0399155783,9780399155789,Putnam,LOITERING WITH INTENT,Stuart Woods,2009-05-12
4,3,1416570861,9781416570868,Simon & Schuster,JUST TAKE MY HEART,Mary Higgins Clark,2009-05-12
5,1,0399155805,9780399155802,Putnam,THE PERFECT POISON,Amanda Quick,2009-05-12
6,50,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-05-12
7,2,0312380720,9780312380724,St. Martin’s,LOOK AGAIN,Lisa Scottoline,2009-05-12
8,1,0312368119,9780312368111,St. Martin’s,DEADLOCK,Iris Johansen,2009-05-12
9,4,0525951059,9780525951056,Dutton,LONG LOST,Harlan Coben,2009-05-12
10,3,0451462564,9780451462565,Roc,TURN COAT,Jim Butcher,2009-05-12
11,13,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-05-12
12,8,0743296419,9780743296410,Atria,HANDLE WITH CARE,Jodi Picoult,2009-05-12
13,5,0399155341,9780399155345,Amy Einhorn/Putnam,THE HELP,Kathryn Stockett,2009-05-12
14,32,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-05-12
15,3,0061348139,9780061348136,William Morrow,FATALLY FLAKY,Diane Mott Davidson,2009-05-12
1,2,1416570861,9781416570868,Simon & Schuster,JUST TAKE MY HEART,Mary Higgins Clark,2009-05-05
2,1,0312380720,9780312380724,St. Martin’s,LOOK AGAIN,Lisa Scottoline,2009-05-05
3,2,0451462564,9780451462565,Roc,TURN COAT,Jim Butcher,2009-05-05
4,3,0525951059,9780525951056,Dutton,LONG LOST,Harlan Coben,2009-05-05
5,49,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-05-05
6,12,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-05-05
7,7,0743296419,9780743296410,Atria,HANDLE WITH CARE,Jodi Picoult,2009-05-05
8,2,0061348139,9780061348136,William Morrow,FATALLY FLAKY,Diane Mott Davidson,2009-05-05
9,31,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-05-05
10,1,1599951959,9781599951959,Center Street,BONEMAN'S DAUGHTERS,Ted Dekker,2009-05-05
11,1,0765317583,9780765317582,Forge,ONE SECOND AFTER,William R Forstchen,2009-05-05
12,1,0312385188,9780312385187,St. Martin’s,PRAYERS FOR SALE,Sandra Dallas,2009-05-05
13,1,0307346528,9780307346520,Crown,PERFECT FIFTHS,Megan McCafferty,2009-05-05
14,4,0399155341,9780399155345,Amy Einhorn/Putnam,THE HELP,Kathryn Stockett,2009-05-05
15,4,0345495144,9780345495143,Ballantine,TRUE DETECTIVES,Jonathan Kellerman,2009-05-05
1,1,0451462564,9780451462565,Roc,TURN COAT,Jim Butcher,2009-04-28
2,1,1416570861,9781416570868,Simon & Schuster,JUST TAKE MY HEART,Mary Higgins Clark,2009-04-28
3,2,0525951059,9780525951056,Dutton,LONG LOST,Harlan Coben,2009-04-28
4,48,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-04-28
5,1,0061348139,9780061348136,William Morrow,FATALLY FLAKY,Diane Mott Davidson,2009-04-28
6,11,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-04-28
7,1,0399155694,9780399155697,Putnam,BORDERLINE,Nevada Barr,2009-04-28
8,6,0743296419,9780743296410,Atria,HANDLE WITH CARE,Jodi Picoult,2009-04-28
9,1,1416562176,9781416562177,Scribner,CURSED,Carol Higgins Clark,2009-04-28
10,3,0345495144,9780345495143,Ballantine,TRUE DETECTIVES,Jonathan Kellerman,2009-04-28
11,2,0743437209,9780743437202,Atria,LAVENDER MORNING,Jude Deveraux,2009-04-28
12,5,0399155392,9780399155390,Putnam,CORSAIR,Clive Cussler and Jack Du Brul,2009-04-28
13,30,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-04-28
14,1,1416597883,9781416597889,Scribner,ONCE A RUNNER,John L Parker Jr,2009-04-28
15,3,0345509064,9780345509062,Del Rey/Ballantine,OUTCAST,Aaron Allston,2009-04-28
1,1,0525951059,9780525951056,Dutton,LONG LOST,Harlan Coben,2009-04-21
2,47,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-04-21
3,5,0743296419,9780743296410,Atria,HANDLE WITH CARE,Jodi Picoult,2009-04-21
4,10,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-04-21
5,2,0345495144,9780345495143,Ballantine,TRUE DETECTIVES,Jonathan Kellerman,2009-04-21
6,4,0399155392,9780399155390,Putnam,CORSAIR,Clive Cussler and Jack Du Brul,2009-04-21
7,1,0743437209,9780743437202,Atria,LAVENDER MORNING,Jude Deveraux,2009-04-21
8,1,0758211848,9780758211842,Kensington,MALICE,Lisa Jackson,2009-04-21
9,1,0312351666,9780312351663,St. Martin''s,SMOOTH TALKING STRANGER,Lisa Kleypas,2009-04-21
10,1,1416533168,9781416533160,Simon & Schuster,THE LOST QUILTER,Jennifer Chiaverini,2009-04-21
11,2,0345509064,9780345509062,Del Rey/Ballantine,OUTCAST,Aaron Allston,2009-04-21
12,9,0316018740,9780316018746,"Little, Brown",RUN FOR YOUR LIFE,James Patterson and Michael Ledwidge,2009-04-21
13,29,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-04-21
14,2,0399155422,9780399155420,Putnam,PURSUIT,Karen Robards,2009-04-21
15,3,0399155341,9780399155345,Putnam,THE HELP,Kathryn Stockett,2009-04-21
1,1,0345495144,9780345495143,Ballantine,TRUE DETECTIVES,Jonathan Kellerman,2009-04-14
2,4,0743296419,9780743296410,Atria,HANDLE WITH CARE,Jodi Picoult,2009-04-14
3,1,0345509064,9780345509062,Del Rey/Ballantine,OUTCAST,Aaron Allston,2009-04-14
4,9,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-04-14
5,46,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-04-14
6,3,0399155392,9780399155390,Putnam,CORSAIR,Clive Cussler and Jack Du Brul,2009-04-14
7,8,0316018740,9780316018746,"Little, Brown",RUN FOR YOUR LIFE,James Patterson and Michael Ledwidge,2009-04-14
8,1,0399155422,9780399155420,Putnam,PURSUIT,Karen Robards,2009-04-14
9,28,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-04-14
10,1,034546933X,9780345469335,Ballantine,EXECUTION DOCK,Anne Perry,2009-04-14
11,6,030726579X,9780307265791,Knopf,HEART AND SOUL,Maeve Binchy,2009-04-14
12,1,1594488584,9781594488580,Riverhead,THE LONG FALL,Walter Mosley,2009-04-14
13,5,0399155481,9780399155482,Putnam,PROMISES IN DEATH,J D Robb,2009-04-14
14,5,0399155414,9780399155413,Putnam,NIGHT AND DAY,Robert B Parker,2009-04-14
15,3,0399155406,9780399155406,Putnam,DEAD SILENCE,Randy Wayne White,2009-04-14
1,3,0743296419,9780743296410,Atria,HANDLE WITH CARE,Jodi Picoult,2009-04-07
2,2,0399155392,9780399155390,Putnam,CORSAIR,Clive Cussler and Jack Du Brul,2009-04-07
3,8,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-04-07
4,45,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-04-07
5,7,0316018740,9780316018746,"Little, Brown",RUN FOR YOUR LIFE,James Patterson and Michael Ledwidge,2009-04-07
6,4,0399155481,9780399155482,Putnam,PROMISES IN DEATH,J D Robb,2009-04-07
7,27,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-04-07
8,5,030726579X,9780307265791,Knopf,HEART AND SOUL,Maeve Binchy,2009-04-07
9,4,0739328247,9780739328248,Delacorte,ONE DAY AT A TIME,Danielle Steel,2009-04-07
10,2,0399155406,9780399155406,Putnam,DEAD SILENCE,Randy Wayne White,2009-04-07
11,4,0399155414,9780399155413,Putnam,NIGHT AND DAY,Robert B Parker,2009-04-07
12,4,0061138010,9780061138010,Eos/William Morrow,"WHITE WITCH, BLACK CURSE",Kim Harrison,2009-04-07
13,4,0385515510,9780385515511,Doubleday,TERMINAL FREEZE,Lincoln Child,2009-04-07
14,2,0399155341,9780399155345,Putnam,THE HELP,Kathryn Stockett,2009-04-07
15,1,0345505336,9780345505330,Ballantine,HOTEL ON THE CORNER OF BITTER AND SWEET,Jamie Ford,2009-04-07
1,2,0743296419,9780743296410,Atria,HANDLE WITH CARE,Jodi Picoult,2009-03-31
2,1,0399155392,9780399155390,Putnam,CORSAIR,Clive Cussler and Jack Du Brul,2009-03-31
3,7,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-03-31
4,44,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-03-31
5,6,0316018740,9780316018746,"Little, Brown",RUN FOR YOUR LIFE,James Patterson and Michael Ledwidge,2009-03-31
6,3,0399155481,9780399155482,Putnam,PROMISES IN DEATH,J D Robb,2009-03-31
7,1,0399155406,9780399155406,Putnam,DEAD SILENCE,Randy Wayne White,2009-03-31
8,4,030726579X,9780307265791,Knopf,HEART AND SOUL,Maeve Binchy,2009-03-31
9,3,0739328247,9780739328248,Delacorte,ONE DAY AT A TIME,Danielle Steel,2009-03-31
10,3,0399155414,9780399155413,Putnam,NIGHT AND DAY,Robert B Parker,2009-03-31
11,26,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-03-31
12,3,0061138010,9780061138010,Eos/William Morrow,"WHITE WITCH, BLACK CURSE",Kim Harrison,2009-03-31
13,2,1427206031,9781427206039,St. Martin’s,PATHS OF GLORY,Jeffrey Archer,2009-03-31
14,3,0385515510,9780385515511,Doubleday,TERMINAL FREEZE,Lincoln Child,2009-03-31
15,5,0060590319,9780060590314,Morrow,FOOL,Christopher Moore,2009-03-31
1,1,0743296419,9780743296410,Atria,HANDLE WITH CARE,Jodi Picoult,2009-03-24
2,6,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-03-24
3,2,0399155481,9780399155482,Putnam,PROMISES IN DEATH,J D Robb,2009-03-24
4,5,0316018740,9780316018746,"Little, Brown",RUN FOR YOUR LIFE,James Patterson and Michael Ledwidge,2009-03-24
5,2,0739328247,9780739328248,Delacorte,ONE DAY AT A TIME,Danielle Steel,2009-03-24
6,43,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-03-24
7,2,0399155414,9780399155413,Putnam,NIGHT AND DAY,Robert B Parker,2009-03-24
8,3,030726579X,9780307265791,Knopf,HEART AND SOUL,Maeve Binchy,2009-03-24
9,2,0061138010,9780061138010,Eos/William Morrow,"WHITE WITCH, BLACK CURSE",Kim Harrison,2009-03-24
10,25,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-03-24
11,2,0385515510,9780385515511,Doubleday,TERMINAL FREEZE,Lincoln Child,2009-03-24
12,1,1416591478,9781416591474,Baen,STORM FROM THE SHADOWS,David Weber,2009-03-24
13,1,1427206031,9781427206039,St. Martin’s,PATHS OF GLORY,Jeffrey Archer,2009-03-24
14,4,0060590319,9780060590314,Morrow,FOOL,Christopher Moore,2009-03-24
15,1,0061143448,9780061143441,William Morrow,DON'T LOOK TWICE,Andrew Gross,2009-03-24
1,1,0399155481,9780399155482,Putnam,PROMISES IN DEATH,J D Robb,2009-03-17
2,5,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-03-17
3,1,0061138010,9780061138010,Eos/William Morrow,"WHITE WITCH, BLACK CURSE",Kim Harrison,2009-03-17
4,1,0739328247,9780739328248,Delacorte,ONE DAY AT A TIME,Danielle Steel,2009-03-17
5,4,0316018740,9780316018746,"Little, Brown",RUN FOR YOUR LIFE,James Patterson and Michael Ledwidge,2009-03-17
6,1,0399155414,9780399155413,Putnam,NIGHT AND DAY,Robert B Parker,2009-03-17
7,2,030726579X,9780307265791,Knopf,HEART AND SOUL,Maeve Binchy,2009-03-17
8,42,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-03-17
9,1,0385515510,9780385515511,Doubleday,TERMINAL FREEZE,Lincoln Child,2009-03-17
10,24,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-03-17
11,3,0060590319,9780060590314,Morrow,FOOL,Christopher Moore,2009-03-17
12,1,0758210221,9780758210227,Kensington,CREAM PUFF MURDER,Joanne Fluke,2009-03-17
13,38,0061374229,9780061374227,Ecco,THE STORY OF EDGAR SAWTELLE,David Wroblewski,2009-03-17
14,1,006124340X,9780061243400,William Morrow,TEMPTATION AND SURRENDER,Stephanie Laurens,2009-03-17
15,4,0441016766,9780441016761,Ace,BONE CROSSED,Patricia Briggs,2009-03-17
1,4,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-03-10
2,3,0316018740,9780316018746,"Little, Brown",RUN FOR YOUR LIFE,James Patterson and Michael Ledwidge,2009-03-10
3,1,030726579X,9780307265791,Knopf,HEART AND SOUL,Maeve Binchy,2009-03-10
4,41,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-03-10
5,2,0060590319,9780060590314,Morrow,FOOL,Christopher Moore,2009-03-10
6,23,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-03-10
7,1,1416585834,9781416585831,Atria,DOG ON IT,Spencer Quinn,2009-03-10
8,37,0061374229,9780061374227,Ecco,THE STORY OF EDGAR SAWTELLE,David Wroblewski,2009-03-10
9,1,0805082166,9780805082166,Holt,AMONG THE MAD,Jacqueline Winspear,2009-03-10
10,3,0312364105,9780312364106,St. Martin’s,TRUE COLORS,Kristin Hannah,2009-03-10
11,2,0670020419,9780670020416,Viking,THE WOMEN,T C Boyle,2009-03-10
12,3,0441016766,9780441016761,Ace,BONE CROSSED,Patricia Briggs,2009-03-10
13,3,0061257052,9780061257056,Harper,VERY VALENTINE,Adriana Trigiani,2009-03-10
14,1,0385524927,9780385524926,Doubleday,WHILE MY SISTER SLEEPS,Barbara Delinsky,2009-03-10
15,1,0385523998,9780385523998,Doubleday,LETHAL LEGACY,Linda Fairstein,2009-03-10
1,3,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-03-03
2,2,0316018740,9780316018746,"Little, Brown",RUN FOR YOUR LIFE,James Patterson and Michael Ledwidge,2009-03-03
3,40,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-03-03
4,1,0060590319,9780060590314,Morrow,FOOL,Christopher Moore,2009-03-03
5,2,0441016766,9780441016761,Ace,BONE CROSSED,Patricia Briggs,2009-03-03
6,2,0312364105,9780312364106,St. Martin’s,TRUE COLORS,Kristin Hannah,2009-03-03
7,36,0061374229,9780061374227,Ecco,THE STORY OF EDGAR SAWTELLE,David Wroblewski,2009-03-03
8,22,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-03-03
9,6,142720599X,9781427205995,St. Martin’s,PLUM SPOOKY,Janet Evanovich,2009-03-03
10,2,0061257052,9780061257056,Harper,VERY VALENTINE,Adriana Trigiani,2009-03-03
11,4,0061578916,9780061578915,Harper,AGINCOURT,Bernard Cornwell,2009-03-03
12,1,0670020419,9780670020416,Viking,THE WOMEN,T C Boyle,2009-03-03
13,7,0399155171,9780399155178,Putnam,BLACK OPS,W E B Griffin,2009-03-03
14,3,0399155503,9780399155505,Putnam,A DARKER PLACE,Jack Higgins,2009-03-03
15,11,0399155163,9780399155161,Putnam,SCARPETTA,Patricia Cornwell,2009-03-03
1,2,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-02-24
2,1,0316018740,9780316018746,"Little, Brown",RUN FOR YOUR LIFE,James Patterson and Michael Ledwidge,2009-02-24
3,1,0441016766,9780441016761,Ace,BONE CROSSED,Patricia Briggs,2009-02-24
4,39,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-02-24
5,1,0312364105,9780312364106,St. Martin’s,TRUE COLORS,Kristin Hannah,2009-02-24
6,35,0061374229,9780061374227,Ecco,THE STORY OF EDGAR SAWTELLE,David Wroblewski,2009-02-24
7,5,142720599X,9781427205995,St. Martin’s,PLUM SPOOKY,Janet Evanovich,2009-02-24
8,21,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-02-24
9,1,0061257052,9780061257056,Harper,VERY VALENTINE,Adriana Trigiani,2009-02-24
10,3,0061578916,9780061578915,Harper,AGINCOURT,Bernard Cornwell,2009-02-24
11,2,0061351504,9780061351501,Morrow,WHAT I DID FOR LOVE,Susan Elizabeth Phillips,2009-02-24
12,6,0399155171,9780399155178,Putnam,BLACK OPS,W E B Griffin,2009-02-24
13,2,0399155503,9780399155505,Putnam,A DARKER PLACE,Jack Higgins,2009-02-24
14,10,0399155163,9780399155161,Putnam,SCARPETTA,Patricia Cornwell,2009-02-24
15,2,0767926277,9780767926270,Doubleday,BASKETBALL JONES,E Lynn Harris,2009-02-24
1,1,0385517831,9780385517836,Doubleday,THE ASSOCIATE,John Grisham,2009-02-17
2,38,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-02-17
3,34,0061374229,9780061374227,Ecco,THE STORY OF EDGAR SAWTELLE,David Wroblewski,2009-02-17
4,4,142720599X,9781427205995,St. Martin’s,PLUM SPOOKY,Janet Evanovich,2009-02-17
5,1,0061351504,9780061351501,Morrow,WHAT I DID FOR LOVE,Susan Elizabeth Phillips,2009-02-17
6,1,0345501551,9780345501554,Ballantine,DARK OF NIGHT,Suzanne Brockmann,2009-02-17
7,2,0061578916,9780061578915,Harper,AGINCOURT,Bernard Cornwell,2009-02-17
8,5,0399155171,9780399155178,Putnam,BLACK OPS,W E B Griffin,2009-02-17
9,20,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-02-17
10,1,0399155503,9780399155505,Putnam,A DARKER PLACE,Jack Higgins,2009-02-17
11,1,0767926277,9780767926270,Doubleday,BASKETBALL JONES,E Lynn Harris,2009-02-17
12,9,0399155163,9780399155161,Putnam,SCARPETTA,Patricia Cornwell,2009-02-17
13,11,0316018724,9780316018722,"Little, Brown",CROSS COUNTRY,James Patterson,2009-02-17
14,3,0399155473,9780399155475,Putnam,MOUNTING FEARS,Stuart Woods,2009-02-17
15,12,0060393491,9780060393496,Harper,THE HOUR I FIRST BELIEVED,Wally Lamb,2009-02-17
1,3,142720599X,9781427205995,St. Martin’s,PLUM SPOOKY,Janet Evanovich,2009-02-10
2,37,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-02-10
3,33,0061374229,9780061374227,Ecco,THE STORY OF EDGAR SAWTELLE,David Wroblewski,2009-02-10
4,1,0061578916,9780061578915,Harper,AGINCOURT,Bernard Cornwell,2009-02-10
5,4,0399155171,9780399155178,Putnam,BLACK OPS,W E B Griffin,2009-02-10
6,8,0399155163,9780399155161,Putnam,SCARPETTA,Patricia Cornwell,2009-02-10
7,2,0399155473,9780399155475,Putnam,MOUNTING FEARS,Stuart Woods,2009-02-10
8,19,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-02-10
9,10,0316018724,9780316018722,"Little, Brown",CROSS COUNTRY,James Patterson,2009-02-10
10,11,0060393491,9780060393496,Harper,THE HOUR I FIRST BELIEVED,Wally Lamb,2009-02-10
11,2,0670020486,9780670020485,Viking,THE PIANO TEACHER,Janice Y K Lee,2009-02-10
12,5,0441015891,9780441015894,ACE,FROM DEAD TO WORSE,Charlaine Harris,2009-02-10
13,2,0316032220,9780316032223,"Little, Brown",BEAT THE REAPER,Josh Bazell,2009-02-10
14,4,034550075X,9780345500755,Ballantine,FIRE AND ICE,Julie Garwood,2009-02-10
15,11,0307264238,9780307264237,Knopf,A MERCY,Toni Morrison,2009-02-10
1,2,142720599X,9781427205995,St. Martin’s,PLUM SPOOKY,Janet Evanovich,2009-02-03
2,36,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-02-03
3,3,0399155171,9780399155178,Putnam,BLACK OPS,W E B Griffin,2009-02-03
4,1,0399155473,9780399155475,Putnam,MOUNTING FEARS,Stuart Woods,2009-02-03
5,32,0061374229,9780061374227,Ecco,THE STORY OF EDGAR SAWTELLE,David Wroblewski,2009-02-03
6,7,0399155163,9780399155161,Putnam,SCARPETTA,Patricia Cornwell,2009-02-03
7,9,0316018724,9780316018722,"Little, Brown",CROSS COUNTRY,James Patterson,2009-02-03
8,18,0385340990,9780385340991,Dial,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,2009-02-03
9,3,034550075X,9780345500755,Ballantine,FIRE AND ICE,Julie Garwood,2009-02-03
10,10,0060393491,9780060393496,Harper,THE HOUR I FIRST BELIEVED,Wally Lamb,2009-02-03
11,1,0670020486,9780670020485,Viking,THE PIANO TEACHER,Janice Y K Lee,2009-02-03
12,4,0441015891,9780441015894,ACE,FROM DEAD TO WORSE,Charlaine Harris,2009-02-03
13,2,0805087729,9780805087727,Holt,ECLIPSE,Richard North Patterson,2009-02-03
14,1,0316032220,9780316032223,"Little, Brown",BEAT THE REAPER,Josh Bazell,2009-02-03
15,10,0307264238,9780307264237,Knopf,A MERCY,Toni Morrison,2009-02-03
1,1,142720599X,9781427205995,St. Martin’s,PLUM SPOOKY,Janet Evanovich,2009-01-27
2,35,0316068047,9780316068048,"Little, Brown",THE HOST,Stephenie Meyer,2009-01-27
3,2,0399155171,9780399155178,Putnam,BLACK OPS,W E B Griffin,2009-01-27
4,6,0399155163,9780399155161,Putnam,SCARPETTA,Patricia Cornwell,2009-01-27
5,31,0061374229,9780061374227,Ecco,THE STORY OF EDGAR SAWTELLE,David Wroblewski,2009-01-27
6,8,0316018724,9780316018722,"Little, Brown",CROSS COUNTRY,James Patterson,2009-01-27
7,2,034550075X,9780345500755,Ballantine,FIRE AND ICE,Julie Garwood,2009-01-27
8,9,0060393491,9780060393496,Harper,THE HOUR I FIRST BELIEVED,Wally Lamb,2009-01-27
9,1,0805087729,9780805087727,Holt,ECLIPSE,Richard North Patterson,2009-01-27
